Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
DRK-Krankenhaus Clementinenhaus, 4 stars ,a week ago,0,"(Translated by Google) I can only report on the outpatient radiological area of the X-ray practice ""Am Marstall"". I was here for an MRI in 2020.

Positive:

- Nice personel
- No question remains unanswered
- Corona protective measures good
- Treatment was good

Negative:

- Longer waiting time, although there were few patients. But I've already seen worse.
- The idea that you can only get in through the back entrance is not bad, but not very useful if people gather at the main entrance and the way from the main entrance to the reception is shorter than from the back entrance. But I don't know all the reasons either.

Conclusion: Everything so far great for the radiological area. The negative points are more of a constructive criticism.

(Original)
Ich kann hier nur von dem ambulanten radiologischen Bereich der Röntgenpraxis ""Am Marstall"" berichten. Ich war im Jahr 2020 wegen einem MRT hier.

Positiv:

- Nettes Personal
- Keine Frage bleibt offen
- Corona Schutzmaßnahmen gut
- Behandlung war gut

Negativ:

- Längere Wartezeit, obwohl wenig Patienten da waren. Da habe ich aber schon schlimmeres erlebt.
- Die Idee, dass man nur durch den Hintereingang rein kommt, ist nicht schlecht, jedoch nicht sehr sinnvoll, wenn am Haupteingang Menschen sich sammeln und auch der Weg vom Haupteingang kürzer zur Rezeption ist, als von dem Hintereingang. Aber da kenne ich auch nicht alle Gründe.

Fazit: Für den radiologischen Bereich alles soweit prima. Die negativen Punkte sind eher kontruktive Kritik."
DRK-Krankenhaus Clementinenhaus, 1 star ,2 weeks ago,0,"(Translated by Google) I had a bad hangover and my mother took me to the hospital because I was worried that I might have alcohol poisoning. The nurse responsible only said, after my statements, that I was ridiculous and actually shouldn't go to the hospital because of it. It felt like I was dying there and couldn't form any clear thoughts, apart from the nausea.

Even if she was right, I find the language a bit insensitive, because you don't come to the hospital without a reason.

(Original)
Ich hatte einen üblen Kater und meine Mutter hat mich ins Krankenhaus gebracht, aus Sorge, dass ich eine Alkoholvergiftung haben könnte. Die zuständige Krankenschwester meinte nur, nach meinen Ausführungen, dass ich lächerlich sei und eigentlich auch nicht ins Krankenhaus dürfte deswegen. Dabei lag ich dort gefühlt am sterben und konnte keinen klaren Gedanken mehr bilden, abgesehen von der Übelkeit.

Selbst wenn sie recht gehabt hätte, dann finde ich die Ausdrucksweise doch etwas unsensibel, denn man kommt ja nicht ohne Grund ins Krankenhaus."
DRK-Krankenhaus Clementinenhaus, 5 stars ,5 months ago,4,"(Translated by Google) I was in Ward 2B for five days and felt in perfect hands in this hospital. Friendliness from admission to discharge. Food tasted good. I found the premises to be clean. The medical examinations were explained to me in an understandable way by the doctors in the emergency room and the attending senior physicians. But the hammer is the nursing staff. Nowadays it is almost unbelievable that so many friendly staff work in a company. Dear 2B nursing staff, you are the best! THANK YOU!
I can only hope that your hospital management will appreciate your work and your kindness. For me the figurehead of the hospital. Big compliment.

(Original)
Ich war fünf Tage auf Station 2B und habe mich in diesem Krankenhaus perfekt aufgehoben gefühlt. Freundlichkeit von der Aufnahme bis zur Entlassung. Essen hat gut geschmeckt. Die Räumlichkeiten habe ich als sauber empfunden. Die medizinischen Untersuchungen wurden mir von den Ärzten in der Notaufnahme und von den behandelnden Oberärzten verständlich erklärt. Der Hammer ist aber das Pflegepersonal. In der heutigen Zeit fast unglaublich, dass so viel freundliches Personal in einem Unternehmen arbeitet. Liebes Pflegepersonal der 2B, Ihr seid die Besten! D A N K E!
Ich kann nur hoffen, dass Ihre Krankenhausleitung Ihre Arbeit, Ihre Freundlichkeit zu schätzen weiß. Für mich das Aushängeschild des Krankenhauses. Großes Kompliment."
DRK-Krankenhaus Clementinenhaus, 5 stars ,a month ago,1,"(Translated by Google) I would like to thank the team of the Clementinenhaus very, very much! I'm really, really enthusiastic and extremely positive about it. I was there for 5 days and lay on both the 4 and 1C and Corona stations. I didn't think there should be a hospital at all! A super committed, motivated, positive, warm and happy team with doctors who took their time and explained and where you had to feel understood and in good hands. Yes, privately insured and therefore particularly beautiful rooms and comfort and various amenities. My respect and thanks go to all employees of the house, and I would particularly like to mention the Corona station. Top-top performance, hats off! I couldn't. These people who risk their own lives to save other people.
I am grateful that there are still such hospitals in the immediate vicinity. Thank you very much for this ""good"" time!

(Original)
Ich möchte mich hiermit ganz, ganz herzlich beim Team des Clementinenhauses bedanken ! Ich bin wirklich sehr, sehr begeistert und ausgesprochen positiv angetan. Ich war dort für 5 Tage und habe sowohl auf der 4 als auch auf der 1C und der Corona Station gelegen. Ich hätte nicht gedacht, dass es soll ein Krankenhaus überhaupt noch gibt ! Ein super engagiertes, motiviertes, positives, herzliches und fröhliches Team mit Ärzten, die sich Zeit genommen und erklärt haben und wo man sich verstanden und gut aufgehoben fühlen mußte. Ja, privat versichert und daher besonders schöne Zimmer und Komfort und diverese Annehmlichkeiten. Meine Hochachtung und Dank gilt allen Mitarbeitern des Hauses wobei ich besonders die Corona-Station erwähnen möchte. Top-Top Leistung,  Hut ab ! Ich könnte es nicht. Diese Menschen, die ihr eigenes Leben aufs Spiel setzen, um anderen Menschen zu retten.
Ich bin dankbar, dass es noch solche Krankenhäuser in unmittelbarer Nähe gibt. Herzlichen Dank für diese ""gute"" Zeit !"
DRK-Krankenhaus Clementinenhaus, 5 stars ,2 weeks ago,0,"(Translated by Google) The good reputation was confirmed during my stay.
You feel very good
""Treated"" and is courteously cared for by the respective care team.
I thank you again

(Original)
Der gute Ruf hat sich während meines Aufenthaltes bestätigt.
Man fühlt sich sehr gut
"" behandelt"" und wird vom jeweiligen Pflegeteam zuvorkommend umsorgt.
Ich danke nochmals"
DRK-Krankenhaus Clementinenhaus, 5 stars ,4 months ago,1,"(Translated by Google) TOP TOP TOP⭐⭐⭐⭐⭐
I was now on ward 2b for 2 days and I can only say positive things. Great doctors, great nurses all work on a very human basis and take a lot of time. Friendliness is all ☝
The food was also great, even there the patients are catered for. And there is nothing bad about the cleanliness, great rooms without defects or the like. Should I have to visit a hospital again, then only that! Thanks again to the whole team, keep up the good work you guys are

(Original)
TOP TOP TOP⭐⭐⭐⭐⭐
Ich war jetzt 2 Tage auf der Station 2b und ich kann nur positives sagen. Super Ärzte,super Schwestern alle arbeiten auf einer sehr menschlichen Basis und nehmen sich sehr viel zeit. Freundlichkeit steht ganz ☝
Essen war auch super,selbst da wird auf die Patienten eingegangen.Und über die Sauberkeit gibt es auch nichts schlechtes Zusagen,top Zimmer ohne Mängel oder ähnliches. Sollte ich nochmal ein Krankenhaus besuchen müssen, dann nur noch das!Danke nochmal an das ganze Team,macht weiter so ihr seid spitze"
DRK-Krankenhaus Clementinenhaus, 4 stars ,5 months ago,1,"(Translated by Google) I've been in the clementine house two times in quick succession, both times I was well looked after. Staff, also the male nursing staff, friendly, always nice and helpful, both in the emergency room and on wards 1A and 3A. The doctors were nice and take your time. You can recommend the KH.

(Original)
Ich lag schon zwei mal kurz hintereinander im Clementinenhaus, beide Male kümmerte man sich gut um mich .Personal, auch das männliche pflege Personal, freundlich immer nett und hilfsbereit ,sowohl in der Notaufnahme, als auch auf den Stationen  1A und 3A .Die Ärzte nett und nehmen sich Zeit .Man kann das KH weiter empfehlen."
DRK-Krankenhaus Clementinenhaus, 5 stars ,a month ago,0,"(Translated by Google) A big thank you to the entire team at the Clementinenhaus.
It was positive madness!
From ...
The registration or reception via the anesthetic talk for the Covid test after admission .... operation .... follow-up treatment ....
Wow....
So much friendliness !!!!
Very competent advice from doctors and the nursing staff !!!
I was in ward 2a from 02/02/2021 to 02/06/2021.
Always felt well cared for.
And the decisive factor for the well-being was certainly the nursing staff .. Always friendly ... happy to have a joke on the go.
Thank-you.
When I was eating, I was just missing a little fresh raw vegetables.
So all around very recommendable!

(Original)
Ein herzliches Dankeschön an das komplette Team des Clementinenhaus.
Es war der positive Wahnsinn!!!
Von ...
Der Anmeldung bzw dem Empfang über das Narkosegespräch zum Covid Test danach Aufnahme.... Operation.... Nachbehandlung....
Wow....
So viel Freundlichkeit!!!!
Sehr kompetente Beratung durch Ärzte und das Pflegepersonal!!!
Ich war vom 02.02.2021 bis zum 06.02.2021 auf Station 2 a.
Fühlte mich stets gut umsorgt.
Und ausschlaggebend für das Wohlfühlen war sicherlich das Pflegepersonal.. Immer freundlich... gerne mit einem Späßchen unterwegs.
Dankeschön.
Beim Essen fehlte mir lediglich ein wenig frisches Gemüse als Rohkost.
Also rundherum sehr zu empfehlen!!!"
DRK-Krankenhaus Clementinenhaus, 5 stars ,a month ago,0,"(Translated by Google) After an ablation in the clementine house, I can also only report good things.
The cardiac catheter team, led by Professor Klein, relieved me of my fear with routine competence and friendliness, and the procedure went off without any problems.
After that, I was on the ward for 48 hours and there, too, I only met friendly and competent doctors, nurses and nurses who have not forgotten humanity.
The rooms are bright and clean, there is WiFi for patients and the food is, for hospital standards, very good. The food service, the so-called hostesses, keep asking for requests and the menus can also be customized.
Nobody likes to be in the hospital, but if they have to, it should be the same.
Many thanks to the cardiac catheter unit and the team at Station 1C.

(Original)
Nach einer Ablation im Clementinenhaus kann ich ebenfalls nur Gutes berichten.
Das Herzkatheter Team, um Professor Klein,  hat mir mit routinierter Kompetenz und Freundlichkeit die Angst genommen und entsprechend problemlos verlief dann auch der Eingriff.
Danach war ich noch 48 Stunden auf Station und auch dort habe ich nur freundliche und kompetente Ärzte, Schwestern und Pfleger angetroffen, die auch die Menschlichkeit nicht vergessen haben.
Die Zimmer sind hell und sauber, es gibt Patienten WLan und auch das Essen ist, für Krankenhaus Verhältnisse, sehr gut. Der Essenservice, die sogenannten Hostessen, fragen immer wieder nach Wünschen und die Menüs lassen sich auch individualisieren.
Niemand ist gerne im Krankenhaus, aber wenn es schon sein muss, sollte es genauso ablaufen.
Vielen Dank an die Herzkatheter Unit und das Team der Station 1C."
DRK-Krankenhaus Clementinenhaus, 5 stars ,6 months ago,0,"(Translated by Google) I was in good hands here from the start. The information about the operation, the admission, the operation and the follow-up care were excellent. Super nice staff, the best possible care and support leaves nothing to be desired. In particular, the information about the course of the operation was informative and understandable for the layperson. I'm not hoping for another hospital stay, but if I do, I'll happily accept the distance. Keep it up, dear team. My respect

(Original)
Hier war ich von Anfang an gut aufgehoben.  Die Aufklärung zur OP,, die Aufnahme, die Operation und die Nachversorgung war spitzenmäßig. Supernettes Personal, bestmögliche Versorgung und die Betreuung lässt nichts zu Wünschen übrig. Vor allem die Aufklärung über den OP-Verlauf war aussagekräftig und für den Laien verständlich durchgeführt. Ich hoffe zwar nicht auf einen nochmaligen Krankenhausaufenthalt, aber wenn doch, dann nehme ich gerne die Entfernung in Kauf. Weiter so,  liebes Team. Meine Hochachtung"
